country_iso3,year,education_spend_pct_gdp,gdp_per_capita_usd,health_spend_pct_gdp,life_expectancy,rd_spend_pct_gdp
AUT,2013,5.59404993057251,50305.3545774973,10.40574837,81.1365853658537,2.97993
AUT,2014,5.49767017364502,51314.9722616322,10.51159096,81.490243902439,3.11263
AUT,2015,5.49143981933594,43915.228020857,10.51688385,81.190243902439,3.06917
AUT,2016,5.50954008102417,45061.4993920192,10.51713753,81.6414634146342,3.13356
AUT,2017,5.40181016921997,47163.7425775142,10.57132816,81.6439024390244,3.07376
AUT,2018,5.25437021255493,51194.0749841299,10.5157156,81.6926829268293,3.10828
AUT,2019,5.23678016662598,49885.9947355204,10.62530422,81.8951219512195,3.14405
AUT,2020,5.57961988449097,48716.4098900349,11.41292953,81.1926829268293,3.20758
AUT,2021,5.48071002960205,53648.6437976214,12.185215,81.190243902439,3.25565
AUT,2022,5.27749013900757,52336.7725223758,11.22519779,81.2951219512195,3.17775
AUT,2023,,56579.504175468,11.15297318,81.7926829268293,3.25517
AUT,2024,,58268.8787651601,11.8325634,81.9951219512195,
BEL,1995,2.98866009712219,28413.8264387368,,76.8407317073171,
BEL,1996,3.04948997497559,27489.5551770488,,77.1873170731707,1.74299
BEL,1997,,24820.9380503896,,77.3707317073171,1.80971
BEL,1998,,25338.4432934904,,77.4731707317073,1.83825
BEL,1999,,25252.8019066564,,77.619512195122,1.90564
BEL,2000,,23098.8865077401,7.99917603,77.7219512195122,1.9362
BEL,2001,,23015.0712632462,8.14988899,77.9731707317073,2.03279
BEL,2002,,25006.191397109,8.3182106,78.0756097560976,1.90325
BEL,2003,,30655.2092679024,9.18925285,78.1292682926829,1.8412
BEL,2004,,35429.4077933344,9.35496902,78.8780487804878,1.8205
