country_iso3,year,education_spend_pct_gdp,gdp_per_capita_usd,health_spend_pct_gdp,life_expectancy,rd_spend_pct_gdp
BEL,2005,5.79584980010986,36809.7013403619,9.25018311,78.9804878048781,1.7906
BEL,2006,,38705.1067959147,9.1325655,79.380487804878,1.82269
BEL,2007,,44319.165448813,9.1392889,79.7829268292683,1.84999
BEL,2008,6.33294010162354,48303.397956286,9.60036659,79.6804878048781,1.93684
BEL,2009,6.43465995788574,44923.3400135081,10.54393387,80.0341463414634,1.99134
BEL,2010,6.44078016281128,44197.393671162,10.41325188,80.1829268292683,2.0613
BEL,2011,6.38481998443604,47760.8298776546,10.41302204,80.5853658536585,2.15739
BEL,2012,6.56625986099243,44874.1709182123,10.5865345,80.3853658536585,2.27079
BEL,2013,6.60135984420776,46964.5946777056,10.63787556,80.5878048780488,2.32047
BEL,2014,6.55866003036499,47995.7786961339,10.62032604,81.2878048780488,2.35858
BEL,2015,6.46963977813721,40893.804537772,10.88387299,80.9926829268293,2.43496
BEL,2016,6.48613023757935,41854.5498296444,10.89833736,81.4390243902439,2.53291
BEL,2017,6.44915008544922,44035.3239358548,10.94042683,81.4926829268293,2.67654
BEL,2018,6.38883018493652,47487.2100392561,10.9937973,81.5951219512195,2.86365
BEL,2019,6.32381010055542,46716.6227467964,10.85831451,81.9951219512195,3.15154
BEL,2020,6.75470018386841,45906.2875805246,11.46253014,80.6951219512195,3.36823
BEL,2021,6.38081979751587,51658.238294958,11.28825092,81.790243902439,3.40589
BEL,2022,6.27611017227173,50605.7496677086,10.73976326,81.7487804878049,3.19592
BEL,2023,,55291.4754541329,10.80371571,82.4,3.27235
BEL,2024,,56614.5679499036,,82.3,
BRA,1995,4.56816005706787,4756.75013552302,,67.701,
BRA,1996,,5179.13052009976,,68.108,
BRA,1997,,5299.39794248133,,68.505,
BRA,1998,4.75666999816895,5105.89246192003,,68.848,
BRA,1999,3.80062007904053,3493.57192043228,,69.211,
BRA,2000,3.94893002510071,3766.54786339835,8.33457184,69.584,1.04752
BRA,2001,3.84467005729675,3176.28975052524,8.54963303,69.98,1.06197
BRA,2002,3.75037002563477,2855.94017137049,8.69686985,70.396,1.00967
BRA,2003,,3090.6068907839,8.18899441,70.884,0.99939
BRA,2004,3.97448992729187,3663.82262497811,8.12491989,71.361,0.96343
BRA,2005,4.47909021377563,4827.78165890291,8.03539562,71.832,1.00247
BRA,2006,4.87060022354126,5934.14561857454,8.24952507,72.296,0.98807
BRA,2007,4.97426986694336,7409.69003822861,8.20182991,72.73,1.08138
BRA,2008,5.26884984970093,8908.33338467948,8.01128483,73.111,1.12904
BRA,2009,5.46355009078979,8678.6584730653,8.39480495,73.457,1.11866
BRA,2010,5.64879989624023,11403.2840038694,7.94516611,73.779,1.15992
BRA,2011,5.73741006851196,13396.6263158041,7.78819132,74.047,1.13966
BRA,2012,5.85510015487671,12521.7238454434,7.73637724,74.335,1.12684
BRA,2013,5.8388500213623,12458.8903396625,7.9766016,74.609,1.19567
BRA,2014,5.94848012924194,12274.9941630213,8.39644146,74.823,1.26971
BRA,2015,6.24105978012085,8936.1955889444,8.90929985,75.106,1.28464
BRA,2016,6.31403017044067,8836.28546025694,9.16901684,75.081,1.19584
BRA,2017,6.32047986984253,10080.5078722821,9.47125053,75.383,1.1175
BRA,2018,6.08851003646851,9300.66072904004,9.46475029,75.633,1.15016
BRA,2019,5.96346998214722,9029.83304401079,9.61449146,75.809,1.15115
BRA,2020,5.7714900970459,7074.19407495707,9.62326527,74.506,1.21907
BRA,2021,5.4969801902771,7972.53696080695,9.63646507,73.038,1.13371
BRA,2022,5.61920976638794,9281.33282136864,9.38739491,74.872,1.18873
BRA,2023,,10377.5897719195,9.73092747,75.848,1.1938
BRA,2024,,10310.5488778166,,76.023,
CAN,1995,6.30476999282837,20679.634792669,,77.9773170731707,
CAN,1996,,21296.9723536904,,78.220243902439,1.60682
CAN,1997,,21901.5628548392,,78.4124390243903,1.61386
CAN,1998,5.49377012252808,21024.5850687045,,78.6236585365854,1.71051
CAN,1999,5.53079986572266,22315.2466731545,,78.8390243902439,1.74984
CAN,2000,5.42330980300903,24271.0020563821,8.24808502,79.1668292682927,1.85849
CAN,2001,4.95304012298584,23822.096210932,8.62476349,79.3980487804878,2.02116
CAN,2002,4.99306011199951,24256.0192337185,8.85665226,79.5307317073171,1.9717
CAN,2003,,28301.8645937428,9.01086521,79.7151219512195,1.96782
CAN,2004,,32145.5412620217,9.06623363,79.9921951219512,1.99735
CAN,2005,4.76589012145996,36383.6600068095,9.03529835,80.1126829268293,1.97127
CAN,2006,,40504.0370977806,9.33188725,80.5436585365854,1.94304
CAN,2007,4.76642990112305,44660.0838892281,9.4346962,80.5436585365854,1.90358
CAN,2008,4.62612009048462,46710.2526864484,9.59427929,80.7246341463415,1.85578
CAN,2009,4.84057998657227,40874.8831932903,10.70402527,81.0660975609756,1.91742
CAN,2010,5.35637998580933,47560.6666009406,10.70066547,81.3221951219512,1.82504
CAN,2011,5.26204013824463,52223.8588398531,10.40518665,81.4826829268293,1.78714
CAN,2012,,52670.3447335415,10.5407114,81.6636585365854,1.77303
CAN,2013,4.58899021148682,52638.1187235237,10.43559265,81.7448780487805,1.70624
CAN,2014,4.84358978271484,50960.8431174661,10.28115654,81.7843902439025,1.71482
CAN,2015,4.73936986923218,43594.1941045394,10.76397896,81.8258536585366,1.6936
CAN,2016,4.81642007827759,42314.0615817218,11.05626965,81.94,1.72903
CAN,2017,4.95998001098633,45129.628116623,10.9242115,81.8078048780488,1.68702
CAN,2018,4.88898992538452,46539.1761570405,10.92262077,81.8036585365854,1.7372
CAN,2019,4.77293014526367,46352.8693445211,11.04823494,82.1585365853659,1.75578
CAN,2020,4.88794994354248,43537.839298904,13.01732922,81.53,1.93413
CAN,2021,4.74858999252319,52886.6616372703,12.38106632,81.4514634146342,1.87064
CAN,2022,4.84426021575928,56256.8007264015,11.08119678,81.0948780487805,1.81291
CAN,2023,,54220.3285039875,11.18692875,81.6263414634146,1.81048
CAN,2024,,54340.3477224733,11.3095665,82.1080487804878,1.7908
CHE,1995,4.9128999710083,50113.8321221345,,78.4170731707317,
CHE,1996,4.92260980606079,48092.6433036512,,78.8960975609756,2.37649
CHE,1997,,41584.441782159,,79.079512195122,
CHE,1998,4.75152015686035,42680.5867322391,,79.3243902439025,
CHE,1999,4.75953006744385,41695.6912912021,,79.580487804878,
CHE,2000,4.65878009796143,38865.021939688,9.13442421,79.6804878048781,2.26386
CHE,2001,4.82218980789185,39638.7911061864,9.46040058,80.1804878048781,
CHE,2002,5.17882013320923,42458.7384679187,9.88000107,80.3853658536585,
CHE,2003,5.38400983810425,49335.7456291067,10.13696766,80.5365853658537,
CHE,2004,5.3142900466919,54659.4571488233,10.22576523,81.0878048780488,2.60818
CHE,2005,5.08472013473511,56242.8933645639,10.05823421,81.2365853658537,
CHE,2006,4.84120988845825,59011.0324592016,9.5802002,81.490243902439,
CHE,2007,4.58396005630493,64989.1553256031,9.41693783,81.7414634146342,
CHE,2008,4.75724983215332,74175.1927898555,9.53167725,81.9926829268293,2.65296
CHE,2009,4.92561006546021,71568.3123885672,10.1415062,82.0439024390244,
CHE,2010,4.80210018157959,76531.3729407691,9.9907856,82.2463414634147,
CHE,2011,4.85663986206055,90476.7589651577,10.10393143,82.6951219512195,
CHE,2012,4.89862012863159,85836.2076767359,10.33511066,82.6975609756098,2.87456
CHE,2013,4.91392993927002,87304.3305813557,10.59444523,82.7975609756098,
CHE,2014,4.93057012557983,88724.9909402638,10.6751194,83.1975609756098,
CHE,2015,4.99560022354126,83806.4476003837,10.97983074,82.8975609756098,3.04577
CHE,2016,4.98164987564087,82153.0745447889,11.20248795,83.6024390243903,
CHE,2017,5.01765012741089,82254.3769269767,11.37471581,83.5512195121951,3.04671
CHE,2018,4.9300799369812,85217.3691512274,11.19891071,83.7536585365854,
CHE,2019,5.01438999176025,84121.9310304414,11.42588997,83.9048780487805,3.14983
CHE,2020,5.27676010131836,85897.7843338323,11.98960876,83.0,
CHE,2021,5.02535009384155,93664.7736696111,11.95855618,83.7512195121951,3.24862
CHE,2022,4.86427021026611,94394.5106803525,11.59911823,83.6048780487805,
CHE,2023,,100623.549627296,11.69096088,84.1560975609756,3.22178
CHE,2024,,103998.186685604,,84.4073170731707,
CHN,1995,1.83266997337341,612.680277898627,,70.363,
CHN,1996,1.84320998191833,713.337387811657,,70.823,0.56014
CHN,1997,,786.743548510999,,71.227,0.63467
CHN,1998,1.82997000217438,835.095348597432,,71.601,0.64185
CHN,1999,1.87120997905731,881.146614068925,,71.952,0.74295
CHN,2000,,969.199513696287,4.4535861,72.288,0.88409
CHN,2001,,1065.40597574519,4.19752026,72.675,0.92948
CHN,2002,,1163.55957673426,4.32156181,73.034,1.04418
CHN,2003,,1306.97245408557,4.35460472,73.385,1.10465
CHN,2004,,1530.92726215723,4.22949076,73.727,1.19732
CHN,2005,,1777.64496828464,4.11230803,74.085,1.29008
CHN,2006,,2129.25696999613,3.88655019,74.404,1.34923
CHN,2007,,2734.72709877693,3.61737728,74.789,1.35321
CHN,2008,,3523.44302065213,3.83627748,74.833,1.4233
CHN,2009,,3898.24459158811,4.27631998,75.317,1.6366
CHN,2010,,4629.24551710077,4.15821123,75.668,1.68456
CHN,2011,,5703.76027973346,4.26719379,75.889,1.75244
CHN,2012,,6405.0574241349,4.49046612,76.2,1.88095
CHN,2013,,7147.03518622344,4.63882637,76.452,1.96246
CHN,2014,,7781.06597484974,4.69880247,76.714,1.98475
CHN,2015,,8175.33285077393,4.85367584,76.975,2.01703
CHN,2016,,8254.86859320357,4.88338089,77.214,2.0595
CHN,2017,,8979.67652709856,4.9695034,77.235,2.07771
CHN,2018,,10085.6638148819,5.06933308,77.709,2.10232
CHN,2019,,10342.9009524335,5.26516867,77.94,2.20144
CHN,2020,,10627.4637989619,5.50441837,78.019,2.35712
CHN,2021,,12887.4357242941,5.25590324,78.117,2.38165
CHN,2022,,12970.6056414327,5.88078785,78.202,2.4945
CHN,2023,3.89714002609253,12951.1782397043,5.94388866,77.953,2.57729
CHN,2024,,13303.1481543868,,78.017,
COL,1995,,2583.66576349858,,69.81,
COL,1996,,2664.64056059983,,70.209,
COL,1997,,2873.2814350993,,70.632,
COL,1998,3.92645001411438,2604.87166959518,,70.924,
COL,1999,4.44080018997192,2241.22911801216,,70.913,
COL,2000,3.5112099647522,2555.00751039968,5.63529348,70.905,0.13106
COL,2001,3.70867991447449,2472.99084035833,5.94238281,71.185,0.1329
COL,2002,4.26812982559204,2428.92969771584,5.73296595,71.537,0.15559
COL,2003,4.32513999938965,2311.94218760291,5.77505445,72.309,0.17398
COL,2004,4.07934999465942,2818.57195413044,5.79892111,72.76,0.16964
COL,2005,4.02098989486694,3456.06610874512,6.06710577,73.156,0.16557
COL,2006,3.91671991348267,3789.85361217027,6.33546638,73.497,0.16427
COL,2007,4.08301019668579,4769.926147194,6.49102163,73.751,0.18307
COL,2008,3.9387800693512,5541.83629665898,6.84192181,74.206,0.19541
COL,2009,4.77651977539062,5250.97292433518,7.31134558,74.531,0.19351
COL,2010,4.83382987976074,6398.2958447102,7.07130194,74.876,0.19358
COL,2011,4.46608018875122,7400.9940695669,6.78076792,75.18,0.19842
COL,2012,4.37038993835449,8108.59838244229,6.74601603,75.611,0.22116
COL,2013,4.87855005264282,8279.10255642981,7.01724052,75.834,0.25761
COL,2014,4.62945985794067,8187.20824890084,7.18553209,75.95,0.30317
COL,2015,4.47038984298706,6248.51490534512,7.52338505,76.067,0.36542
COL,2016,4.47721004486084,5959.84250367574,7.53117037,76.228,0.27051
COL,2017,4.53551006317139,6479.53231292429,7.67864323,76.418,0.26109
COL,2018,4.44910001754761,6816.96818309544,7.71777487,76.579,0.31233
COL,2019,4.51068019866943,6472.54544924705,7.83404827,76.793,0.32201
COL,2020,5.26166009902954,5339.68711357943,8.69751263,74.757,0.2894
COL,2021,,6222.62164397614,9.14150524,72.698,
COL,2022,,6680.44506854481,7.59037256,76.508,
COL,2023,,7000.83660501046,8.15838146,77.725,
COL,2024,,7919.20886825345,8.14139366,77.913,
CZE,1995,4.48584985733032,5865.29460556726,,73.0748780487805,
CZE,1996,4.2188401222229,6573.19643136362,,73.7146341463415,0.88366
CZE,1997,,6069.38762357837,,73.8248780487805,0.98251
CZE,1998,3.55989003181458,6526.59635780951,,74.5146341463415,1.05423
CZE,1999,3.64439988136292,6377.6211077224,,74.6682926829268,1.04295
CZE,2000,3.61999011039734,6062.92152842793,5.66916943,74.9682926829268,1.10377
CZE,2001,3.71491003036499,6669.07494847497,5.83479309,75.1731707317073,1.09343
CZE,2002,3.9390299320221,8101.26018588111,6.14656258,75.2219512195122,1.09272
CZE,2003,4.10311985015869,9852.45677945801,6.50168419,75.1707317073171,1.13817
CZE,2004,3.98130011558533,11782.5546676117,6.33308411,75.7219512195122,1.13619
CZE,2005,3.86250996589661,13442.4916284309,6.33529043,75.9243902439025,1.15998
CZE,2006,4.19625997543335,15259.0788162004,6.16489983,76.5243902439024,1.22564
CZE,2007,3.85006999969482,18452.6532812196,5.99029112,76.7243902439025,1.2967
CZE,2008,3.73207998275757,22774.7045076205,6.33855247,76.9756097560976,1.2352
CZE,2009,4.1553201675415,19817.4215836554,7.2650013,77.0780487804878,1.28943
CZE,2010,3.99341988563538,20160.4355077059,7.47836781,77.4243902439025,1.31352
CZE,2011,4.20787000656128,22049.1080788682,7.47281456,77.8731707317073,1.5323
CZE,2012,4.19049978256226,20014.0354015165,7.53974962,78.0756097560976,1.757
CZE,2013,4.02132987976074,20260.4954999375,7.44831276,78.1756097560976,1.86743
CZE,2014,3.93603992462158,20038.4163180257,7.53919601,78.8243902439024,1.94392
CZE,2015,5.71913003921509,17931.5987670768,7.29346752,78.5780487804878,1.906
CZE,2016,5.50080013275146,18753.9686718096,7.32258606,79.0268292682927,1.65411
CZE,2017,3.75574994087219,20913.197632212,7.24190664,78.9780487804878,1.74513
CZE,2018,4.21541023254395,23705.9329811299,7.37173605,79.0292682926829,1.87652
CZE,2019,4.46737003326416,24062.7190013343,7.48754358,79.2292682926829,1.89547
CZE,2020,4.62503004074097,23472.8915454417,8.96995831,78.2268292682927,1.94537
CZE,2021,4.65163993835449,27696.4619527544,9.15420723,77.2219512195122,1.93302
CZE,2022,4.30291986465454,28282.2236715857,8.47063065,78.9292682926829,1.89089
CZE,2023,,31761.5944102491,8.42677402,79.8268292682927,1.83369
CZE,2024,,31823.3078290564,8.50710297,79.9780487804878,
DEU,1995,4.41835021972656,31747.2449398447,,76.4219512195122,
DEU,1996,4.47798013687134,30599.7891048363,,76.6731707317073,2.13663
DEU,1997,,27046.9565464237,,77.0731707317073,2.18161
DEU,1998,4.44445991516113,27395.9440608051,,77.4756097560976,2.20748
DEU,1999,,26965.4922773722,,77.7268292682927,2.32772
DEU,2000,,23925.8559901991,9.75930405,77.9268292682927,2.38654
DEU,2001,,23878.3641471651,9.78105545,78.3292682926829,2.3792
DEU,2002,,25486.5942008748,10.028965,78.2292682926829,2.40856
DEU,2003,,30711.1022511331,10.22255325,78.3804878048781,2.44232
DEU,2004,,34566.7359143735,9.97466278,78.6804878048781,2.40278
DEU,2005,,35084.4363546269,10.1068058,78.9317073170732,2.40266
DEU,2006,,36980.3349948954,9.96236897,79.1317073170732,2.43043
DEU,2007,,42350.9217211489,9.83482933,79.5341463414634,2.41918
DEU,2008,4.47337007522583,46379.1647953479,10.03185749,79.7365853658537,2.57152
DEU,2009,,42471.8868625226,10.97003078,79.8365853658537,2.68864
DEU,2010,4.99525022506714,42396.9665976293,10.8311739,79.9878048780488,2.67632
DEU,2011,4.88583993911743,47630.9761883572,10.52106953,80.4365853658537,2.75016
DEU,2012,4.83153009414673,44718.0159214069,10.59356213,80.5390243902439,2.82499
DEU,2013,4.83911991119385,47206.8353514242,10.7432127,80.490243902439,2.78067
DEU,2014,4.82582998275757,48959.5991203133,10.76819706,81.090243902439,2.82218
DEU,2015,4.76157999038696,41929.7549110722,10.92317677,80.6414634146341,2.87725
DEU,2016,4.76321983337402,42948.9381932694,10.97133732,80.990243902439,2.88393
DEU,2017,4.77830982208252,45553.9341495339,11.05091095,80.9926829268293,2.9886
DEU,2018,4.88401985168457,48916.1686612154,11.18380833,80.8926829268293,3.05057
DEU,2019,5.02757978439331,47656.199739747,11.42805386,81.2926829268293,3.11256
DEU,2020,5.51600980758667,47394.8734504469,12.46780777,81.0414634146342,3.0897
DEU,2021,5.36734008789062,52349.2459994422,12.72403336,80.790243902439,3.0786
DEU,2022,5.23916006088257,50506.5179638543,12.44708347,80.6080487804878,3.07096
DEU,2023,,54776.7668235491,11.74428654,81.0414634146342,3.1539
DEU,2024,,56103.7323182554,12.26655293,80.7926829268293,
DNK,1995,7.4773998260498,35321.0980773087,,75.2126829268293,
DNK,1996,7.89128017425537,35621.9878051732,,75.5914634146342,1.80812
DNK,1997,,32779.879045297,,75.9451219512195,1.89238
DNK,1998,8.11200046539307,33346.4884298957,,76.1390243902439,2.00749
DNK,1999,7.93461990356445,33426.2381077405,,76.3414634146341,2.12857
DNK,2000,8.09002017974854,30722.0251837567,8.11006165,76.5926829268293,2.18774
DNK,2001,8.21092987060547,30768.4775471112,8.44370651,76.7926829268293,2.32339
DNK,2002,8.20600032806396,33257.1622586509,8.69506168,76.8951219512195,2.43935
DNK,2003,8.10986042022705,40519.0974905924,8.89037418,77.1439024390244,2.50711
DNK,2004,8.1876802444458,46625.050098011,8.98551464,77.4926829268293,2.41328
DNK,2005,8.06474018096924,48925.8076698784,9.06716251,77.8439024390244,2.38721
DNK,2006,7.71623992919922,52119.1787984282,9.15257931,78.0951219512195,2.39875
DNK,2007,7.59683990478516,58631.6566433635,9.30215549,78.1951219512195,2.50921
DNK,2008,7.441969871521,64616.6657583663,9.46797943,78.4463414634146,2.76081
DNK,2009,8.41279029846191,58412.7472358513,10.62873173,78.5975609756098,3.04209
DNK,2010,8.55023002624512,58104.5445594981,10.59621811,79.1,2.91389
DNK,2011,8.47716045379639,61809.737898222,10.39758492,79.8,2.94198
DNK,2012,7.24570989608765,58443.7747103968,10.53344631,80.0512195121951,2.9845
DNK,2013,8.46860980987549,61377.5940590412,10.29778957,80.3,2.96145
DNK,2014,7.63833999633789,62520.4509747011,10.31388664,80.7,2.91543
DNK,2015,,53094.0133607574,10.3754549,80.7024390243902,3.06422
DNK,2016,7.71534013748169,54500.9260410217,10.28229332,80.8536585365854,3.10209
DNK,2017,7.3700098991394,57521.5514992225,10.1137991,81.1024390243903,2.93576
DNK,2018,7.32747983932495,61324.7665045565,10.14163208,80.9536585365854,2.97895
DNK,2019,7.27585983276367,59404.2663247723,10.18468761,81.4512195121951,2.90605
DNK,2020,7.38574981689453,60985.4885601514,10.69237614,81.6024390243903,2.96533
DNK,2021,6.95915985107422,69340.7334922138,10.65575886,81.4048780487805,2.74323
DNK,2022,6.35586023330688,67781.0940939514,9.47411346,81.3048780487805,2.86709
DNK,2023,,68043.5466971243,9.5572958,81.7536585365854,3.04841
DNK,2024,,71026.4832271897,9.38812923,82.2536585365854,
EGY,1995,4.60400009155273,916.326617700876,,65.214,
EGY,1996,4.67156982421875,1008.97637629447,,65.733,0.2126
EGY,1997,,1146.20172117634,,66.207,0.19756
EGY,1998,,1212.82259820477,,66.635,0.1991
EGY,1999,,1268.30949160496,,67.01,0.18651
EGY,2000,,1366.09274372613,4.92244291,67.332,0.19247
EGY,2001,,1295.1374184163,5.40030336,67.612,
EGY,2002,,1116.82884626213,5.5107379,67.846,
EGY,2003,4.94563007354736,1031.27556291284,5.2242527,68.045,
EGY,2004,4.67072010040283,991.255689145253,4.85732365,68.211,0.26994
EGY,2005,4.79442977905273,1105.53920713903,4.92229176,68.355,0.24141
EGY,2006,4.00178003311157,1298.97900203124,4.84190083,68.493,0.25903
EGY,2007,3.68460988998413,1547.74170735909,4.44493246,68.627,0.2551
EGY,2008,3.76082992553711,1896.21594269779,4.46634817,68.761,0.27024
EGY,2009,,2161.63964573927,4.37870932,68.915,0.43312
EGY,2010,,2455.08194645282,4.15319157,69.078,0.43345
EGY,2011,,2590.64384891965,4.35707569,69.232,0.53154
EGY,2012,,2996.0677072015,4.45891809,69.464,0.50899
EGY,2013,,3025.52563552448,4.6710043,69.632,0.63895
EGY,2014,,3133.39102265541,4.77415323,69.911,0.63649
EGY,2015,,3306.98159414141,5.06153202,70.135,0.71858
EGY,2016,,3270.6287768197,5.07462406,70.437,0.70848
EGY,2017,,2395.10333299491,5.34661913,70.709,0.64486
EGY,2018,,2484.70315630508,4.74892998,70.974,0.68839
EGY,2019,,2962.98892023003,4.5994668,71.213,0.79617
EGY,2020,,3511.11381026379,4.15384626,69.79,0.91564
EGY,2021,,3827.35415374308,4.60955143,68.976,0.91175
EGY,2022,,4233.30783744856,4.72362804,71.01,1.01968
EGY,2023,,3456.78968456253,4.88449335,71.633,1.03356
EGY,2024,,3338.47371395895,,71.806,1.01757
ESP,1995,4.43779993057251,15460.9110266653,,77.9807317073171,
ESP,1996,4.45979976654053,16100.6215831114,,78.1204878048781,0.78795
ESP,1997,,14722.3717633536,,78.6041463414634,0.77825
ESP,1998,4.29121017456055,15382.3348573373,,78.6658536585366,0.8487
ESP,1999,4.26387977600098,15707.9473068138,,78.7170731707317,0.83921
ESP,2000,4.16786003112793,14743.2671031455,6.80217838,78.9658536585366,0.88315
ESP,2001,4.11147022247315,15368.2337984435,6.76929569,79.3682926829268,0.88838
ESP,2002,4.13351011276245,17111.0685058941,6.79878616,79.5682926829268,0.95947
ESP,2003,4.17126989364624,21522.0170990262,7.59223175,79.619512195122,1.0232
ESP,2004,4.15485000610352,24925.0267844576,7.68447876,79.8707317073171,1.04013
ESP,2005,4.14090013504028,26450.9530130382,7.77807474,80.1707317073171,1.09866
ESP,2006,4.17999982833862,28421.686527407,7.87072468,80.8219512195122,1.17567
ESP,2007,4.24615001678467,32652.015594702,7.96241188,80.8731707317073,1.23823
ESP,2008,4.51630020141602,35603.248328071,8.4290638,81.1756097560976,1.32156
ESP,2009,4.89520978927612,32279.8208476151,9.1530304,81.4756097560976,1.35898
ESP,2010,4.83606004714966,30658.7422282912,9.16992569,81.6268292682927,1.35436
ESP,2011,4.71897983551025,31824.6219134777,9.21749687,82.4756097560976,1.32726
ESP,2012,4.46012020111084,28456.4438151477,9.2189045,82.4268292682927,1.29268
ESP,2013,4.32852983474731,29228.846559842,9.13714981,83.0780487804878,1.26864
ESP,2014,4.27524995803833,29707.765509467,9.1512289,83.2292682926829,1.23401
ESP,2015,4.24903011322021,25982.4416197775,9.17553329,82.8317073170732,1.21165
ESP,2016,4.19327020645142,26755.6061149398,8.88084984,83.3292682926829,1.1808
ESP,2017,4.17846012115479,28381.3425596906,9.0217495,83.2829268292683,1.20198
ESP,2018,4.15045022964478,30602.4212881113,9.07122517,83.4317073170732,1.23288
ESP,2019,4.20255994796753,29786.5245689007,9.21539497,83.8317073170732,1.24207
ESP,2020,4.85118007659912,27233.9426461608,10.79479218,82.2317073170732,1.39637
ESP,2021,4.81316995620728,30799.4775937775,10.34419918,83.1780487804878,1.39617
ESP,2022,4.58553981781006,30319.4987196616,9.6799593,83.1341463414634,1.40684
ESP,2023,,33493.2225409111,9.2206583,83.9341463414634,1.49362
ESP,2024,,35326.7683069278,,83.8878048780488,
FIN,1995,6.81648015975952,26246.2743214462,,76.409512195122,
FIN,1996,6.86610984802246,25756.6777073618,,76.6934146341464,2.45511
FIN,1997,,24682.29083271,,76.8785365853659,2.6226
FIN,1998,,25999.9861694953,,77.0907317073171,2.78542
FIN,1999,5.87123012542725,26180.4128562349,,77.2912195121951,3.05687
FIN,2000,5.71163988113403,24335.9225082659,7.09544373,77.4658536585366,3.24271
FIN,2001,5.84084987640381,24965.202996776,7.25165653,77.9658536585366,3.19405
FIN,2002,6.01865005493164,26989.389260959,7.63005877,78.119512195122,3.25409
FIN,2003,6.168869972229,32920.0857192568,7.93988276,78.3682926829268,3.29898
FIN,2004,6.15823984146118,37768.1334202029,8.05999184,78.7146341463415,3.30943
FIN,2005,6.02582979202271,39049.8703780223,8.28901291,78.8170731707317,3.32412
FIN,2006,5.92960977554321,41214.0187765069,8.2858429,79.2146341463415,3.33285
FIN,2007,5.67164993286133,48473.0240091455,8.08415604,79.2634146341464,3.33727
FIN,2008,5.83046007156372,53769.4726240385,8.34362221,79.5682926829268,3.53719
FIN,2009,6.45998001098633,47478.3495310999,9.16182804,79.719512195122,3.73427
FIN,2010,6.504310131073,46506.2919016566,9.14183331,79.8707317073171,3.70524
FIN,2011,6.45624017715454,51060.3242589767,9.23903561,80.4707317073171,3.62434
FIN,2012,7.1715497970581,47551.6740841369,9.61732101,80.6268292682927,3.4095
FIN,2013,7.15288019180298,49691.0145200739,9.84504986,80.9756097560976,3.28462
FIN,2014,7.13832998275757,50073.7760815871,9.83066177,81.1804878048781,3.16344
FIN,2015,7.07199001312256,42560.3456767103,9.69998264,81.4804878048781,2.88826
FIN,2016,6.90873003005981,43451.2562442158,9.45625591,81.4292682926829,2.74716
FIN,2017,6.40826988220215,46085.0174739036,9.19148445,81.6317073170732,2.74723
FIN,2018,6.31771993637085,49654.2497035329,9.10587025,81.7341463414634,2.77601
FIN,2019,6.45300006866455,48358.1807773701,9.22295189,81.9829268292683,2.81534
FIN,2020,6.6812801361084,48828.6846862799,9.69977188,81.9317073170732,2.93278
FIN,2021,6.58820009231567,53099.1351400148,9.90969753,81.8853658536585,3.01133
FIN,2022,6.37578010559082,50440.560224974,9.74152565,81.1878048780488,2.982
FIN,2023,,52834.2916752703,10.47389507,81.5853658536585,3.0938
FIN,2024,,53149.7671934051,,82.3365853658537,
FRA,1995,5.8120698928833,26791.8151982369,,77.7512195121951,
FRA,1996,5.78116989135742,26757.6351494145,,77.9536585365854,2.23224
FRA,1997,,24169.4008102822,,78.3048780487805,2.15216
FRA,1998,5.71147012710571,24869.4030795939,,78.6048780487805,2.10343
FRA,1999,,24576.3152254528,,78.7560975609756,2.1165
FRA,2000,,22340.5939516217,9.61744022,79.0560975609756,2.10066
FRA,2001,,22331.7948343036,9.75719261,79.1585365853659,2.1494
FRA,2002,,24144.5727019529,10.08250141,79.2609756097561,2.18758
FRA,2003,,29479.5222101175,10.13474941,79.1146341463415,2.13086
FRA,2004,,33644.9282220364,10.2117033,80.1634146341463,2.10438
FRA,2005,,34696.3718316971,10.23720551,80.1634146341463,2.05599
FRA,2006,,36431.5658906555,10.39764977,80.8121951219512,2.05331
FRA,2007,,41486.1907828787,10.33418846,81.1121951219512,2.02815
FRA,2008,,45464.8181385158,10.51340675,81.2146341463415,2.06363
FRA,2009,,41728.0884164132,11.29095459,81.4146341463415,2.21273
FRA,2010,,40694.8211697025,11.22430801,81.6634146341463,2.17771
FRA,2011,,43929.7840873812,11.17601013,82.1146341463415,2.18761
FRA,2012,,40863.5814412333,11.33749485,81.9682926829268,2.22761
FRA,2013,,42669.1795111893,11.37891197,82.219512195122,2.23369
FRA,2014,,43148.0459288416,11.57935429,82.719512195122,2.27173
FRA,2015,,36702.4323733379,11.50032997,82.3219512195122,2.22401
FRA,2016,,37024.2157133669,11.57036018,82.5731707317073,2.22468
FRA,2017,5.46482992172241,38687.1626407164,11.44944572,82.5756097560976,2.20422
FRA,2018,5.42540979385376,41418.1766484844,11.30847645,82.6756097560976,2.20407
FRA,2019,5.36638021469116,40408.2848574751,11.17058277,82.8268292682927,2.19668
FRA,2020,5.65871000289917,39169.8606000707,12.12949371,82.1756097560976,2.2742
FRA,2021,5.41743993759155,43725.0999521245,12.24894238,82.3243902439024,2.21278
FRA,2022,5.32434988021851,40988.6396406579,11.82888794,82.1292682926829,2.21937
FRA,2023,,44700.1384177544,11.51974583,82.8317073170732,2.17832
