country_iso3,year,region,income_group,gdp_per_capita_usd,life_expectancy,health_spend_pct_gdp,education_spend_pct_gdp,rd_spend_pct_gdp,wui,wui_volatility
ARG,2011,Latin America,Upper-middle,12704.2831819684,76.1,9.51042366,5.29063987731934,0.56597,0.328666,0.18818760998012948
ARG,2012,Latin America,Upper-middle,12949.717486654,75.802,9.8851881,5.3458399772644,0.63491,0.323742725,0.11369285118767362
ARG,2013,Latin America,Upper-middle,12963.675773326,75.829,9.92091465,5.43660020828247,0.61849,0.3264396,0.21021451263097893
ARG,2014,Latin America,Upper-middle,12233.1444119186,76.268,9.79773045,5.36144018173218,0.59396,0.29635517499999997,0.12927507344399058
ARG,2015,Latin America,Upper-middle,13679.6264980954,76.6,10.27364159,5.77611017227173,0.62262,0.36072255,0.1503493668020033
ARG,2016,Latin America,Upper-middle,12699.9623137756,76.105,10.05355549,5.54548978805542,0.55815,0.15035685,0.11035193850991773
ARG,2017,Latin America,Upper-middle,14532.5009308511,76.543,10.26057911,5.45432996749878,0.55632,0.189007825,0.10446186355895229
ARG,2018,Latin America,Upper-middle,11752.7998922979,76.77,10.17289257,4.87773990631104,0.4883,0.39958340000000003,0.2621803967768122
ARG,2019,Latin America,Upper-middle,9955.97478680428,76.847,10.11911297,4.77165985107422,0.47813,0.414423575,0.16698435765872152
ARG,2020,Latin America,Upper-middle,8535.59938004389,75.878,10.67246342,5.27689981460571,0.54126,0.23493134999999998,0.19935725725150646
ARG,2021,Latin America,Upper-middle,10738.0179223384,73.948,11.00910187,4.65393018722534,0.5236,0.09622515000000001,0.054327970133777936
ARG,2022,Latin America,Upper-middle,13962.1894087223,75.806,10.15950489,4.79263019561768,0.54951,0.16955725,0.0764139828147746
ARG,2023,Latin America,Upper-middle,14261.8465667948,77.395,10.2695179,5.00324010848999,0.60111,0.389300475,0.2844444602037613
ARG,2024,Latin America,Upper-middle,13969.7836603737,77.543,10.2695179,5.00324010848999,0.60111,0.4696254,0.11737429276989637
AUS,1995,Asia-Pacific,High,20479.1748274233,77.8292682926829,7.58869076,5.38625001907349,1.66218,0.0500755,0.06487334104206442
AUS,1996,Asia-Pacific,High,22055.838490507,78.0780487804878,7.58869076,5.38625001907349,1.66218,0.106703125,0.09559187191783532
AUS,1997,Asia-Pacific,High,23683.4948964934,78.4804878048781,7.58869076,5.38625001907349,1.587845,0.125325075,0.14790491296959174
AUS,1998,Asia-Pacific,High,21516.0403147759,78.6317073170732,7.58869076,5.38625001907349,1.51351,0.03769885,0.0753977
AUS,1999,Asia-Pacific,High,20749.6443779096,78.9317073170732,7.58869076,5.38625001907349,1.542745,0.03474485,0.04013766401851674
AUS,2000,Asia-Pacific,High,21908.9968019784,79.2341463414634,7.58869076,5.38625001907349,1.57198,0.16145779999999998,0.12098968842395894
AUS,2001,Asia-Pacific,High,19733.6510102645,79.6341463414634,7.67391729,5.38625001907349,1.65926,0.087171975,0.06646541588427148
AUS,2002,Asia-Pacific,High,20335.0960191023,79.9365853658537,7.87221003,5.38625001907349,1.74654,0.07341065,0.1468213
AUS,2003,Asia-Pacific,High,23757.5898471684,80.2390243902439,7.87659502,5.38625001907349,1.79728,0.308238375,0.25028094893370495
AUS,2004,Asia-Pacific,High,30886.0500949401,80.490243902439,8.08257675,5.38625001907349,1.84802,0.031713725,0.036653369352296024
AUS,2005,Asia-Pacific,High,34535.20727091,80.8414634146341,7.9648633,5.38625001907349,2.01332,0.07910982500000001,0.12050948563767018
AUS,2006,Asia-Pacific,High,36658.8243476122,81.0414634146342,7.97161102,5.38625001907349,2.17862,0.068764825,0.09780491127792357
AUS,2007,Asia-Pacific,High,41128.2476618402,81.2926829268293,8.0517149,5.38625001907349,2.2888,0.01910585,0.0382117
AUS,2008,Asia-Pacific,High,49811.2067218988,81.3951219512195,8.24737453,5.38625001907349,2.39898,0.2299376,0.09870012302467848
AUS,2009,Asia-Pacific,High,42954.8494884573,81.5439024390244,8.54273987,5.38625001907349,2.38459,0.07698375,0.05186773278037769
AUS,2010,Asia-Pacific,High,52313.8939041213,81.6951219512195,8.4193306,5.38625001907349,2.3702,0.17976684999999998,0.09733656597194089
AUS,2011,Asia-Pacific,High,62799.3895017032,81.8951219512195,8.53425312,5.38625001907349,2.23459,0.24364802500000002,0.22498503651138485
AUS,2012,Asia-Pacific,High,68301.4402512587,82.0463414634146,8.67020702,5.38625001907349,2.20596,0.132407025,0.09404847828573569
AUS,2013,Asia-Pacific,High,68476.6788496118,82.1487804878049,8.7465601,5.38625001907349,2.17733,0.034845475,0.040387875802471135
AUS,2014,Asia-Pacific,High,62817.2061751737,82.3,9.82833862,5.38625001907349,2.04851,0.1185409,0.13231417004372586
AUS,2015,Asia-Pacific,High,56970.3613028094,82.4,10.13642025,5.38625001907349,1.91969,0.17426439999999999,0.08664888350906008
AUS,2016,Asia-Pacific,High,50084.4440606385,82.4487804878049,10.08958244,5.38625001907349,1.9003549999999998,0.2490718,0.1382916894646722
AUS,2017,Asia-Pacific,High,54117.547718609,82.5,10.10880566,5.38625001907349,1.88102,0.307399925,0.09569044315859952
AUS,2018,Asia-Pacific,High,57410.1737346009,82.7487804878049,10.08907509,5.38625001907349,1.8546399999999998,0.172188025,0.07198987006407569
AUS,2019,Asia-Pacific,High,55194.7585097428,82.9,10.25421429,5.38625001907349,1.82826,0.21579435,0.17715518524484875
AUS,2020,Asia-Pacific,High,51983.4523666382,83.2,10.70324135,5.38625001907349,1.843045,0.3143915,0.12456461632919681
AUS,2021,Asia-Pacific,High,60758.9044397144,83.3,10.51612186,5.34109020233154,1.85783,0.254914725,0.09881708288237667
AUS,2022,Asia-Pacific,High,65169.5191118657,83.2,9.89226055,5.05915021896362,1.85783,0.193811375,0.09643551462918543
AUS,2023,Asia-Pacific,High,65058.3773146674,83.0512195121951,10.39852047,5.05915021896362,1.85783,0.074134325,0.060359228366581745
AUS,2024,Asia-Pacific,High,64603.9856308464,83.0512195121951,10.39852047,5.05915021896362,1.85783,0.0179856,0.0359712
AUT,1995,Europe,High,30207.0674314652,76.6682926829268,9.38934517,5.44969987869263,1.58947,0.0874627,0.078296847019234
AUT,1996,Europe,High,29645.9451251491,76.8707317073171,9.38934517,5.28883981704712,1.58947,0.046464575,0.03182052614465229
AUT,1997,Europe,High,26571.7523626508,77.319512195122,9.38934517,5.713054895401,1.66324,0.048946025,0.06288344679974081
AUT,1998,Europe,High,27212.4642905708,77.6707317073171,9.38934517,6.13726997375488,1.74106,0.068683525,0.09867096282146959
AUT,1999,Europe,High,27078.7081612201,77.8756097560976,9.38934517,6.13599014282227,1.85251,0.077466125,0.09277087271909486
AUT,2000,Europe,High,24487.2974685956,78.1268292682927,9.38934517,5.62036991119385,1.89667,0.088631075,0.12731589988128938
AUT,2001,Europe,High,24430.495982841,78.5756097560976,9.45243549,5.60476016998291,2.00257,0.11391979999999999,0.13373428993789635
AUT,2002,Europe,High,26334.862215032,78.6780487804878,9.59139919,5.56255006790161,2.0811,0.049258449999999995,0.06448972109189184
AUT,2003,Europe,High,32110.1159661425,78.6317073170732,9.69844246,5.39253997802734,2.18701,0.18127690000000002,0.08166821564309255
AUT,2004,Europe,High,36614.2506533707,79.1804878048781,9.81532383,5.34223985671997,2.18238,0.062682975,0.04882329383974928
AUT,2005,Europe,High,38157.37022862,79.3317073170732,9.71779728,5.28515005111694,2.38942,0.1003279,0.10070202310811172
AUT,2006,Europe,High,40382.2078298575,79.8804878048781,9.64073944,5.26367998123169,2.376,0.1034847,0.0874239179396958
AUT,2007,Europe,High,46622.9622913635,80.1804878048781,9.60482597,5.17918014526367,2.4336,0.054394750000000006,0.03815278561525139
AUT,2008,Europe,High,51581.3982361071,80.4317073170732,9.83415222,5.2985200881958,2.58632,0.061649949999999995,0.0711889189422764
AUT,2009,Europe,High,47857.4446635266,80.3317073170732,10.31152916,5.76567983627319,2.61279,0.02519145,0.0503829
AUT,2010,Europe,High,46611.1393420232,80.5804878048781,10.31620026,5.73625993728638,2.74321,0.0546165,0.06358454379333603
AUT,2011,Europe,High,51116.8953522042,80.9829268292683,10.1370182,5.62787008285522,2.68567,0.025807775,0.05161555
AUT,2012,Europe,High,48250.4059142637,80.9365853658537,10.30198097,5.51612997055054,2.93372,0.3490126,0.22000961997506682
AUT,2013,Europe,High,50305.3545774973,81.1365853658537,10.40574837,5.59404993057251,2.97993,0.371836275,0.14962067132087453
AUT,2014,Europe,High,51314.9722616322,81.490243902439,10.51159096,5.49767017364502,3.11263,0.15865705,0.05593275334128177
AUT,2015,Europe,High,43915.228020857,81.190243902439,10.51688385,5.49143981933594,3.06917,0.348447475,0.17887645601411375
AUT,2016,Europe,High,45061.4993920192,81.6414634146342,10.51713753,5.50954008102417,3.13356,0.39690499999999995,0.18236919873450852
AUT,2017,Europe,High,47163.7425775142,81.6439024390244,10.57132816,5.40181016921997,3.07376,0.217711025,0.12333945971473405
AUT,2018,Europe,High,51194.0749841299,81.6926829268293,10.5157156,5.25437021255493,3.10828,0.099109475,0.10436873926469792
AUT,2019,Europe,High,49885.9947355204,81.8951219512195,10.62530422,5.23678016662598,3.14405,0.285728225,0.1593381198448418
AUT,2020,Europe,High,48716.4098900349,81.1926829268293,11.41292953,5.57961988449097,3.20758,0.33449487499999997,0.13173109992484372
AUT,2021,Europe,High,53648.6437976214,81.190243902439,12.185215,5.48071002960205,3.25565,0.09130680000000001,0.039973195341962184
AUT,2022,Europe,High,52336.7725223758,81.2951219512195,11.22519779,5.27749013900757,3.17775,0.27352675,0.04485066006102922
AUT,2023,Europe,High,56579.504175468,81.7926829268293,11.15297318,5.27749013900757,3.25517,0.3306228,0.12400937602474527
AUT,2024,Europe,High,58268.8787651601,81.9951219512195,11.8325634,5.27749013900757,3.25517,0.2842401,0.03663567364259414
BEL,1995,Europe,High,28413.8264387368,76.8407317073171,7.99917603,2.98866009712219,1.74299,0.178919025,0.20712193238372698
BEL,1996,Europe,High,27489.5551770488,77.1873170731707,7.99917603,3.04948997497559,1.74299,0.02607155,0.0521431
BEL,1997,Europe,High,24820.9380503896,77.3707317073171,7.99917603,3.3546410666571753,1.80971,0.101389075,0.08175401878510825
BEL,1998,Europe,High,25338.4432934904,77.4731707317073,7.99917603,3.659792158338761,1.83825,0.1652609,0.1628350006425932
BEL,1999,Europe,High,25252.8019066564,77.619512195122,7.99917603,3.9649432500203465,1.90564,0.058132575,0.06989772729583202
BEL,2000,Europe,High,23098.8865077401,77.7219512195122,7.99917603,4.270094341701932,1.9362,0.03091955,0.0618391
BEL,2001,Europe,High,23015.0712632462,77.9731707317073,8.14988899,4.575245433383518,2.03279,0.10539404999999999,0.08758382175670344
BEL,2002,Europe,High,25006.191397109,78.0756097560976,8.3182106,4.880396525065104,1.90325,0.07606927499999999,0.08883936814751199
BEL,2003,Europe,High,30655.2092679024,78.1292682926829,9.18925285,5.185547616746689,1.8412,0.053807499999999994,0.06919128116918585
BEL,2004,Europe,High,35429.4077933344,78.8780487804878,9.35496902,5.490698708428274,1.8205,0.106143825,0.09222693409535615
BEL,2005,Europe,High,36809.7013403619,78.9804878048781,9.25018311,5.79584980010986,1.7906,0.086970625,0.1075372256166324
BEL,2006,Europe,High,38705.1067959147,79.380487804878,9.1325655,5.97487990061442,1.82269,0.071414225,0.05758337283952576
BEL,2007,Europe,High,44319.165448813,79.7829268292683,9.1392889,6.153910001118979,1.84999,0.06176935,0.04128304115901185
BEL,2008,Europe,High,48303.397956286,79.6804878048781,9.60036659,6.33294010162354,1.93684,0.03051385,0.0610277
BEL,2009,Europe,High,44923.3400135081,80.0341463414634,10.54393387,6.43465995788574,1.99134,0.059061749999999996,0.06820091921088747
BEL,2010,Europe,High,44197.393671162,80.1829268292683,10.41325188,6.44078016281128,2.0613,0.0834214,0.05578539077912783
BEL,2011,Europe,High,47760.8298776546,80.5853658536585,10.41302204,6.38481998443604,2.15739,0.2129748,0.08887085403876796
BEL,2012,Europe,High,44874.1709182123,80.3853658536585,10.5865345,6.56625986099243,2.27079,0.208850125,0.10104290476645306
BEL,2013,Europe,High,46964.5946777056,80.5878048780488,10.63787556,6.60135984420776,2.32047,0.211979175,0.08735422908286983
BEL,2014,Europe,High,47995.7786961339,81.2878048780488,10.62032604,6.55866003036499,2.35858,0.23775575,0.23699447872410442
BEL,2015,Europe,High,40893.804537772,80.9926829268293,10.88387299,6.46963977813721,2.43496,0.121057425,0.12143116790095189
BEL,2016,Europe,High,41854.5498296444,81.4390243902439,10.89833736,6.48613023757935,2.53291,0.13260339999999998,0.14065100743329212
BEL,2017,Europe,High,44035.3239358548,81.4926829268293,10.94042683,6.44915008544922,2.67654,0.0776413,0.10805852345721433
