country_iso3,year,wui,wui_volatility
KWT,2001,0.11386325,0.04384319829160126
KWT,2002,0.0713216,0.1426432
KWT,2003,0.077973425,0.05992400315145704
KWT,2004,0.04814445,0.032270698627031094
KWT,2005,0.101079375,0.06770488196830786
KWT,2006,0.146165525,0.05421858951518228
KWT,2007,0.1843389,0.15300336997221117
KWT,2008,0.17391304999999999,0.11421246847860643
KWT,2009,0.1309535,0.10073638076927983
KWT,2010,0.139770825,0.10652265112861754
KWT,2011,0.21901567500000002,0.09281959377693824
KWT,2012,0.2020467,0.10855943935107623
KWT,2013,0.17753315,0.14433919678409143
KWT,2014,0.07441905,0.09636026153902863
KWT,2015,0.047787625,0.055199059429811244
KWT,2016,0.043683200000000005,0.05049358437082214
KWT,2017,0.125631375,0.14003672910555467
KWT,2018,0.042546175,0.04917219247544795
KWT,2019,0.08527167499999999,0.06185920119493812
KWT,2020,0.110482075,0.034116250246803204
KWT,2021,0.1861565,0.10117175916908171
KWT,2022,0.129986,0.08781564149910881
KWT,2023,0.267889175,0.21524012780973062
KWT,2024,0.092620325,0.0015423919851429875
MAR,1995,0.048394975,0.05850221185404732
MAR,1996,0.0639162,0.042941304390994
MAR,1997,0.02032025,0.0406405
MAR,1998,0.072027325,0.05604418370169349
MAR,1999,0.02595785,0.0519157
MAR,2000,0.0464972,0.0929944
MAR,2001,0.118334,0.16767071560651253
MAR,2002,0.31105547499999997,0.1659645411159941
MAR,2003,0.14324947500000001,0.14589053927725804
MAR,2004,0.045067949999999996,0.03005414409389605
MAR,2005,0.07089215,0.08480237777033928
MAR,2006,0.0,0.0
MAR,2007,0.031281275,0.06256255
MAR,2008,0.026249475,0.05249895
MAR,2009,0.14517055,0.04658992455460015
MAR,2010,0.080563475,0.0537382664482443
MAR,2011,0.0506529,0.058497215143457904
MAR,2012,0.0,0.0
MAR,2013,0.07461945,0.1492389
MAR,2014,0.0,0.0
MAR,2015,0.092700225,0.06242485252949475
MAR,2016,0.07686,0.15372
MAR,2017,0.18537522499999998,0.14928952795119008
MAR,2018,0.105603425,0.09758396762530121
MAR,2019,0.03236665,0.0647333
MAR,2020,0.19364112500000003,0.223598138720777
MAR,2021,0.1661609,0.16201066307678638
MAR,2022,0.156480175,0.19001291718926858
MAR,2023,0.130491225,0.051678263250253494
MAR,2024,0.128605125,0.04800424842375065
MEX,1995,0.1285691,0.15962283380824102
MEX,1996,0.2529345,0.07366747944210753
MEX,1997,0.23814495,0.12774128202343205
MEX,1998,0.2842198,0.11002632538182243
MEX,1999,0.19499117500000002,0.12483594116763476
MEX,2000,0.149170675,0.0630838600403397
MEX,2001,0.143196925,0.11811394840730075
MEX,2002,0.373682075,0.04708885339124853
MEX,2003,0.227697175,0.1425365103052869
MEX,2004,0.198730075,0.12421844949323148
MEX,2005,0.255368025,0.13492537795800008
MEX,2006,0.41276805000000005,0.10860405273225308
MEX,2007,0.3103684,0.072995631333891
MEX,2008,0.026158825,0.05231765
MEX,2009,0.20721109999999998,0.04771648859189032
MEX,2010,0.21239122500000002,0.2494545628367269
MEX,2011,0.24858877499999998,0.18073327293243258
MEX,2012,0.2817539,0.14157118462344892
MEX,2013,0.2250533,0.07258339244638999
MEX,2014,0.1322813,0.08527549275037935
MEX,2015,0.182527625,0.039114730307935136
MEX,2016,0.215969625,0.19353123993836885
MEX,2017,0.50434105,0.1582132950208779
MEX,2018,0.6606808,0.2866434427308023
MEX,2019,0.5809583,0.09006935210443857
MEX,2020,0.399743175,0.2755275704005121
MEX,2021,0.411783825,0.13137316216481396
MEX,2022,0.36459195,0.0313629882577644
MEX,2023,0.20155125000000002,0.036114511576234846
MEX,2024,0.227954975,0.13683226876411803
MYS,1995,0.068394775,0.13678955
MYS,1996,0.0680354,0.07858331580719494
MYS,1997,0.041278725,0.027839947406005754
MYS,1998,0.19996395,0.08170985457738048
MYS,1999,0.139500925,0.10860792265190648
MYS,2000,0.015238325,0.030476650000000004
MYS,2001,0.0,0.0
MYS,2002,0.16170927499999999,0.07146843248322414
MYS,2003,0.504689575,0.1950137782881913
MYS,2004,0.12898395,0.04845488803966702
MYS,2005,0.100702975,0.02888099949405895
MYS,2006,0.091425225,0.034903770533222245
MYS,2007,0.1040177,0.11227379546047243
MYS,2008,0.303561175,0.23423167411776136
MYS,2009,0.0,0.0
MYS,2010,0.09357974999999999,0.10807101520578956
MYS,2011,0.023757475,0.04751494999999999
MYS,2012,0.1648595,0.12250792140290358
MYS,2013,0.22439895,0.12260376100012865
MYS,2014,0.043889675,0.05070519088333889
MYS,2015,0.20170395000000002,0.2301589105111872
MYS,2016,0.06510985,0.043414143386573914
MYS,2017,0.142960475,0.12093277309230874
MYS,2018,0.039375175,0.045522452299671126
MYS,2019,0.03966995,0.0793399
MYS,2020,0.147015825,0.14298873022937564
MYS,2021,0.384455825,0.24001914574813088
MYS,2022,0.16259052499999999,0.06277755160742174
MYS,2023,0.09837005,0.07283071287813038
MYS,2024,0.210442725,0.15546147151216974
NGA,1995,0.47317715,0.16599156940327822
NGA,1996,0.186427125,0.12198808964475112
NGA,1997,0.18326525,0.16829526620582647
NGA,1998,0.19698635,0.18394803957039063
NGA,1999,0.1326333,0.06488223789548776
NGA,2000,0.03001835,0.034691351459549685
NGA,2001,0.09583092499999998,0.12095983580107282
NGA,2002,0.104389575,0.14221314406032412
NGA,2003,0.241468875,0.14720060047917322
NGA,2004,0.13979315,0.07264331550897622
NGA,2005,0.1989844,0.1385270453706664
NGA,2006,0.4207098,0.10474921154054892
NGA,2007,0.085313025,0.0990152179780588
NGA,2008,0.243536375,0.2073111200380461
NGA,2009,0.236905225,0.11512404105949882
NGA,2010,0.701916475,0.16497638597270772
NGA,2011,0.483053925,0.13328704382775727
NGA,2012,0.484180075,0.10509359735021524
NGA,2013,0.4397126,0.1599427539811249
NGA,2014,0.305299025,0.23364688964755306
NGA,2015,0.73168305,0.07173124456086062
NGA,2016,0.41727925,0.20271812550045115
NGA,2017,0.37956765000000003,0.14740060554933282
NGA,2018,0.223177025,0.03692074682987648
NGA,2019,0.349316425,0.12284132901588603
NGA,2020,0.490943125,0.3948469691036548
NGA,2021,0.37758289999999994,0.1613471253093156
NGA,2022,0.14879945,0.1351568079528984
NGA,2023,0.05094844999999999,0.06371324690603987
NGA,2024,0.173706925,0.05140961293755445
NLD,1995,0.03349975,0.038682215880470626
NLD,1996,0.0848763,0.11509697687831193
NLD,1997,0.038080725,0.07616145
NLD,1998,0.01659365,0.0331873
NLD,1999,0.03777005,0.0755401
NLD,2000,0.0,0.0
NLD,2001,0.1664906,0.20470310890172952
NLD,2002,0.12372235000000001,0.14714609332518255
NLD,2003,0.108007675,0.1686250412884827
NLD,2004,0.0920078,0.09240398759317696
NLD,2005,0.0549775,0.07143886556000173
NLD,2006,0.08865635,0.03568448499861904
NLD,2007,0.10754705,0.12413369134301667
NLD,2008,0.0592271,0.06841319772119996
NLD,2009,0.22869014999999998,0.28597880723322255
NLD,2010,0.349789575,0.3228586023186453
NLD,2011,0.023780075,0.04756015
NLD,2012,0.24263815,0.18696645685449392
NLD,2013,0.202024125,0.06846960641834084
NLD,2014,0.22454639999999998,0.12297824412949362
NLD,2015,0.222992575,0.17225318765685926
NLD,2016,0.407428225,0.2775582888382351
NLD,2017,0.372439375,0.07897775798684821
NLD,2018,0.1909611,0.07118174057724823
NLD,2019,0.309688125,0.06668253652890813
NLD,2020,0.385697925,0.16226230490302573
NLD,2021,0.14936095,0.04835712444817894
NLD,2022,0.211044425,0.03676169803263309
NLD,2023,0.117860775,0.10096300546323472
NLD,2024,0.268201325,0.12574884998292896
NOR,1995,0.1623589,0.0809995395458929
NOR,1996,0.15271247500000001,0.0660067514506092
NOR,1997,0.34390175,0.23218363108707016
NOR,1998,0.08642775,0.12797806112876015
NOR,1999,0.06976394999999999,0.10170368830035943
NOR,2000,0.0567096,0.07375251184228689
NOR,2001,0.12115632500000001,0.09065544518558075
NOR,2002,0.184927275,0.16756858904296223
NOR,2003,0.07649162500000001,0.08034982198948856
NOR,2004,0.048735025,0.03257779720733893
NOR,2005,0.0448481,0.05697083115103728
NOR,2006,0.0742313,0.027384619389114517
NOR,2007,0.18425597500000002,0.11245139127716103
NOR,2008,0.15674495,0.13239622351949218
NOR,2009,0.198428975,0.07696442643881544
NOR,2010,0.17139797499999998,0.09683574971398304
NOR,2011,0.381022325,0.17155567382173395
NOR,2012,0.1834538,0.1552641962491031
NOR,2013,0.19676310000000002,0.1659827459870654
NOR,2014,0.361054475,0.13433729894987903
