country_iso3,year,education_spend_pct_gdp,gdp_per_capita_usd,govt_effectiveness,health_spend_pct_gdp,life_expectancy,rd_spend_pct_gdp,researchers_per_million,researchers_per_million_imputed,govt_effectiveness_imputed
AUS,2018,,57410.1737346009,1.55598998069763,10.08907509,82.7487804878049,,4568.56658,True,False
AUS,2019,,55194.7585097428,1.53869080543518,10.25421429,82.9,1.82826,4568.56658,True,False
AUS,2020,5.38625001907349,51983.4523666382,1.57335329055786,10.70324135,83.2,,4568.56658,True,False
AUS,2021,5.34109020233154,60758.9044397144,1.47172200679779,10.51612186,83.3,1.85783,4568.56658,True,False
AUS,2022,5.05915021896362,65169.5191118657,1.52843272686005,9.89226055,83.2,,4568.56658,True,False
AUS,2023,,65058.3773146674,1.58987963199615,10.39852047,83.0512195121951,,4568.56658,True,False
AUS,2024,,64603.9856308464,1.58987963199615,,83.0512195121951,,4568.56658,True,True
AUT,1995,5.44969987869263,30207.0674314652,1.73164963722229,,76.6682926829268,,2347.32828,True,True
AUT,1996,5.28883981704712,29645.9451251491,1.73164963722229,,76.8707317073171,1.58947,2347.32828,True,False
AUT,1997,,26571.7523626508,1.73164963722229,,77.319512195122,1.66324,2347.32828,True,True
AUT,1998,6.13726997375488,27212.4642905708,1.80350625514984,,77.6707317073171,1.74106,2347.32828,False,False
AUT,1999,6.13599014282227,27078.7081612201,1.80350625514984,,77.8756097560976,1.85251,2347.32828,True,True
AUT,2000,5.62036991119385,24487.2974685956,1.84726524353027,9.38934517,78.1268292682927,1.89667,2347.32828,True,False
AUT,2001,5.60476016998291,24430.495982841,1.84726524353027,9.45243549,78.5756097560976,2.00257,2347.32828,True,True
AUT,2002,5.56255006790161,26334.862215032,1.88022816181183,9.59139919,78.6780487804878,2.0811,2992.22105,False,False
AUT,2003,5.39253997802734,32110.1159661425,1.93046128749847,9.69844246,78.6317073170732,2.18701,2992.22105,True,False
AUT,2004,5.34223985671997,36614.2506533707,1.84377062320709,9.81532383,79.1804878048781,2.18238,3186.95396,False,False
AUT,2005,5.28515005111694,38157.37022862,1.67952907085419,9.71779728,79.3317073170732,2.38942,3470.7262,False,False
AUT,2006,5.26367998123169,40382.2078298575,1.82738518714905,9.64073944,79.8804878048781,2.376,3536.82275,False,False
